('阜阳市卫生健康委员会', '信息泄露漏洞', '中危')
('广西福利彩票发行中心', '命令执行漏洞', '低危')
('怀集县人民政府', '命令执行漏洞', '低危')
('重庆市公安局', '命令执行漏洞', '低危')
('北京软件和信息服务业协会', '命令执行漏洞', '低危')
('河南省人民政府口岸办公室', '命令执行漏洞', '低危')
('惠州市国土资源局', '命令执行漏洞', '低危')
('韶关市气象局', '命令执行漏洞', '低危')
('北京大兴区人民政府', '命令执行漏洞', '低危')
('辽宁对外经贸学院', '命令执行漏洞', '低危')
('凯里学院', '命令执行漏洞', '低危')
('重庆科技学院', '命令执行漏洞', '低危')
('石河子大学图书馆 ', '命令执行漏洞', '低危')
('中北大学', '命令执行漏洞', '低危')
('北京妇女网', '命令执行漏洞', '低危')
('四平政务公开与政务服务网', '命令执行漏洞', '低危')
('惠州市国土资源局大亚湾经济技术开发区分局 ', '命令执行漏洞', '低危')
('惠东县国土资源局 ', '命令执行漏洞', '低危')
('浙江省农贸市场公共信息服务网', '命令执行漏洞', '低危')
('惠州市国土资源局惠阳区分局 ', '命令执行漏洞', '低危')
('联奕即时通', '命令执行漏洞', '低危')
('国家微生物资源平台', '命令执行漏洞', '低危')
('广东省网上办事大厅湛江分厅', '命令执行漏洞', '低危')
('湖北国际旅行卫生保健中心', '命令执行漏洞', '低危')
('万源市政府', '命令执行漏洞', '低危')
('延边州安全生产监督管理局', '命令执行漏洞', '低危')
('山东省印刷管理信息平台', '命令执行漏洞', '低危')
('好客山东网', '命令执行漏洞', '低危')
('深圳传音控股有限公司', 'SQL注入漏洞', '中危')
('吉林省会计网', '命令执行漏洞', '低危')
('清徐县人民政府', '命令执行漏洞', '低危')
('四川省煤炭集团有限公司', '命令执行漏洞', '低危')
('广东省网上办事大厅', '命令执行漏洞', '低危')
('盐池县党建网', '命令执行漏洞', '低危')
('惠东县国土资源局', '命令执行漏洞', '低危')
('汤原县政务中心', '命令执行漏洞', '低危')
('山阴县政务服务中心网站', '命令执行漏洞', '低危')
('广东交通职业技术学院', '命令执行漏洞', '低危')
('沙雅县行政服务中心', '命令执行漏洞', '低危')
('广州市黄埔区义务教育及学前教育招生报名管理系统', '命令执行漏洞', '中危')
('阜阳师范学院信息工程学院迎新协作平台', '命令执行漏洞', '低危')
('贵阳市政府', '命令执行漏洞', '低危')
('陕西科技金融信息服务平台', '命令执行漏洞', '低危')
('成都市国家保密局', '命令执行漏洞', '中危')
('河南科技大学迎新网 ', '命令执行漏洞', '低危')
('北京市老旧机动车网', '命令执行漏洞', '低危')
('北京神州泰岳软件股份有限公司', '命令执行漏洞', '低危')
('临沂大学招生网', '命令执行漏洞', '低危')
('广州财经大学校园卡查询系统', '命令执行漏洞', '中危')
('沈阳农商银行', '命令执行漏洞', '高危')
('上海工程技术大学网上报名系统', '命令执行漏洞', '低危')
('济南市政府采购中心', '命令执行漏洞', '低危')
('齐齐哈尔市政府', '命令执行漏洞', '低危')
('广东省食品药品监督管理局', '命令执行漏洞', '低危')
('湖南省统一预约挂号服务平台', '命令执行漏洞', '低危')
('外滩云财富', '命令执行漏洞', '低危')
('四川公安', '命令执行漏洞', '低危')
('厦门市人事考试测评中心', '命令执行漏洞', '低危')
('全国乘用车市场信息联席会', 'SQL注入漏洞', '中危')
('河南省公共机构能耗统计分析系统', '命令执行漏洞', '低危')
('湖南师范大学', '命令执行漏洞', '低危')
('江苏鼎盛重工有限公司', 'SQL注入漏洞', '中危')
('马鞍山市委员会', '任意文件操作漏洞', '中危')
('上海时代航运有限公司', 'SQL注入漏洞', '中危')
('其它', '弱口令漏洞', '中危')
('四川省环境保护厅', '命令执行漏洞', '低危')
('成都市人事考试中心', '命令执行漏洞', '低危')
('黄河农村商业银行', '命令执行漏洞', '中危')
('飞鱼星', '代码执行漏洞', '低危')
('广州科技资源公共服务平台', '命令执行漏洞', '低危')
('广东省发展和改革委员会', '命令执行漏洞', '低危')
('永州市政府', '命令执行漏洞', '低危')
('蜘蛛网', '命令执行漏洞', '中危')
('上海市终身教育学分银行', '命令执行漏洞', '低危')
('宁波市数字图书馆', '代码执行漏洞', '低危')
('湖南中国电信', '代码执行漏洞', '中危')
('北京中海纪元数字技术发展股份有限公司', '命令执行漏洞', '低危')
('沂水县公共资源交易中心', '代码执行漏洞', '低危')
('佛山市人力资源和社会保障局', '命令执行漏洞', '低危')
('广南县公共资源交易平台', '命令执行漏洞', '低危')
('国家体育总局体育彩票管理中心', '命令执行漏洞', '低危')
('伊春市旅游局', '命令执行漏洞', '低危')
('中山市大涌镇门户网站', '命令执行漏洞', '低危')
('成都市发展和改革委员会', '命令执行漏洞', '低危')
('通榆县房产局', '命令执行漏洞', '高危')
('广东百斯盾服饰有限公司', '命令执行漏洞', '低危')
('石家庄教育人才网', '命令执行漏洞', '低危')
('内蒙古自治区房地产企业信息管理平台', '命令执行漏洞', '低危')
('中国检验检疫电子业务', '代码执行漏洞', '低危')
('湖南长沙同升湖实验学校', '命令执行漏洞', '低危')
('肥城市人民医院', '命令执行漏洞', '低危')
('中共榆林市横山区纪检委检查站', '命令执行漏洞', '低危')
('广州新电视塔建设有限公司', '命令执行漏洞', '低危')
('中百商网', '命令执行漏洞', '低危')
('新疆维吾尔自治区人力资源和社会保障厅', '命令执行漏洞', '低危')
('枣庄市公路管理局', '命令执行漏洞', '低危')
('寿县人民政府', 'SQL注入漏洞', '低危')
('H3C', '命令执行漏洞', '低危')
('银符在线考试模拟网', '命令执行漏洞', '低危')
('北京工业大学就业创业网', '命令执行漏洞', '低危')
('江西师范大学', '命令执行漏洞', '低危')
('鞍山高新技术产业开发区管委会', '命令执行漏洞', '低危')
('安徽万通汽修学校', '信息泄露漏洞', '中危')
('东莞市永盛通信科技有限公司', '命令执行漏洞', '低危')
('武隆区行政服务中心网', '命令执行漏洞', '低危')
('兰考县行政服务中心', '命令执行漏洞', '低危')
('中国盐城政府', '命令执行漏洞', '低危')
('江苏国土资源厅', '命令执行漏洞', '低危')
('株洲南车奇宏散热技术有限公司', '命令执行漏洞', '中危')
('上海市南洋模范中学', '命令执行漏洞', '低危')
('铜道电子商务平台', '命令执行漏洞', '低危')
('湖北省武汉市质监局', '命令执行漏洞', '低危')
('葫芦岛市经济和信息化委员会', '命令执行漏洞', '低危')
('云南省旅游发展委员会', '命令执行漏洞', '低危')
('成都市国家保密局', '命令执行漏洞', '低危')
('太平洋汽车保险', '命令执行漏洞', '低危')
('安徽交通信息服务网', '命令执行漏洞', '低危')
('河南科技大学', 'SQL注入漏洞', '中危')
('重庆课堂内外杂志有限责任公司', '代码执行漏洞', '低危')
('广东省网上办事大厅肇庆分厅', '命令执行漏洞', '低危')
('云南师范大学缴费平台', '命令执行漏洞', '低危')
('上海教育委员会', '信息泄露漏洞', '低危')
('临港人才网', '命令执行漏洞', '低危')
('天津轻工职业技术学院', '命令执行漏洞', '低危')
('福建水泥股份有限公司 ', '代码执行漏洞', '低危')
('北京市大兴区政府', '命令执行漏洞', '低危')
('文山州公共资源交易中心', '命令执行漏洞', '低危')
('湖北省阳光信访大厅', '命令执行漏洞', '低危')
('宣汉县人民政府', '命令执行漏洞', '低危')
('万源市人民政府', '命令执行漏洞', '低危')
('三晋福彩网', '命令执行漏洞', '低危')
('山西省政府与社会资本合作（PPP）', '命令执行漏洞', '中危')
('广东省集怀县人民政府', '代码执行漏洞', '低危')
('南京市尊老金管理系统', '弱口令漏洞', '中危')
('德庆华润村镇银行', '代码执行漏洞', '中危')
('重庆科技学院', '代码执行漏洞', '低危')
('凤凰县人民政府网', '命令执行漏洞', '低危')
('优教通', '命令执行漏洞', '低危')
('云南农村商业银行', '命令执行漏洞', '低危')
('中国反邪教协会', '命令执行漏洞', '低危')
('中国特种设备检验协会', '命令执行漏洞', '低危')
('上海第二工业大学', '命令执行漏洞', '低危')
('天天理财', '命令执行漏洞', '低危')
('宣城市人事考试网 ', '命令执行漏洞', '低危')
('鸿合i学', '逻辑漏洞', '中危')
('中山检察在线', '命令执行漏洞', '低危')
('淘师湾教师研修网', '命令执行漏洞', '低危')
('太原市商务局', '命令执行漏洞', '低危')
('阳泉市环境保护局', '命令执行漏洞', '低危')
('吕梁市环境保护局', '命令执行漏洞', '低危')
('北京市卫生和计划生育委员会', '代码执行漏洞', '低危')
('宏润金服互联网金融平台', '命令执行漏洞', '低危')
(' 金道贵金属有限公司', '命令执行漏洞', '低危')
('闵行区人力资源和社会保障局', '代码执行漏洞', '低危')
('深圳海关', '命令执行漏洞', '低危')
('浦项中国', '命令执行漏洞', '低危')
('jwgl.nxu.edu.cn', '代码执行漏洞', '低危')
('付融宝', '命令执行漏洞', '低危')
('盘锦大洼恒丰村镇银行', '命令执行漏洞', '低危')
('信阳平桥中原村镇银行', '命令执行漏洞', '低危')
('南阳村镇银行', '命令执行漏洞', '低危')
('金寨徽银村镇银行 ', '命令执行漏洞', '低危')
('宝生村镇银行', '命令执行漏洞', '低危')
('天津宁河村镇银行', '命令执行漏洞', '低危')
('哈密天山村镇银行', '命令执行漏洞', '低危')
('五峰金谷村镇银行', '命令执行漏洞', '低危')
('中国移动河南分公司', '命令执行漏洞', '中危')
('广州市网上办事大厅', '命令执行漏洞', '低危')
('海南中招网', '命令执行漏洞', '低危')
('无为徽银村镇银行', '命令执行漏洞', '低危')
('江西出入境检验检疫局', '命令执行漏洞', '低危')
('江苏卫生厅', '命令执行漏洞', '低危')
('杭州钱江新城管理委员会', '命令执行漏洞', '低危')
('全国中小学继续教育网', '命令执行漏洞', '低危')
('普陀中学', '命令执行漏洞', '低危')
('上海徐汇中学', '命令执行漏洞', '低危')
('乐山汽车客运中心站', '命令执行漏洞', '低危')
('中共陕西省委党校信息中心', '命令执行漏洞', '低危')
('湖南电信', '命令执行漏洞', '中危')
('嵊州教体局', '命令执行漏洞', '低危')
('国家中山火炬高技术产业开发区', '代码执行漏洞', '低危')
('国元证券分站', '代码执行漏洞', '低危')
('中共长春市直属机关工作委员会', '命令执行漏洞', '低危')
('佛山市人事考试信息网', '命令执行漏洞', '低危')
('齐齐哈尔先锋网', '命令执行漏洞', '低危')
('海底捞Struts2命令执行', '命令执行漏洞', '低危')
('成都市卫计委', '命令执行漏洞', '低危')
('北京银符信息技术有限公司', '命令执行漏洞', '低危')
('交运巴士网上购票系统', '命令执行漏洞', '低危')
('湖北省科学技术厅', '命令执行漏洞', '低危')
('揭西县东园镇基层公共服务平台', '命令执行漏洞', '低危')
('七宝镇人民政府', 'SQL注入漏洞', '低危')
('四川省水利局', '命令执行漏洞', '低危')
('中国移动海南公司', '命令执行漏洞', '中危')
('枣庄市人民检察院', '命令执行漏洞', '低危')
('广东省社会信用体系建设统筹协调小组', '命令执行漏洞', '低危')
('南昌市人民政府公报', '命令执行漏洞', '低危')
('普宁市人民政府', '命令执行漏洞', '低危')
('广州易简广告股份有限公司', '命令执行漏洞', '低危')
('中国移动通信集团重庆有限公司', '命令执行漏洞', '低危')
('成都市司法局', '命令执行漏洞', '低危')
('北京市环境保护局', '命令执行漏洞', '低危')
('烟台旅游政务网 ', '命令执行漏洞', '低危')
('广州市路桥电子收费营运公司', '命令执行漏洞', '低危')
('四川省安岳县公共资源交易中心', '命令执行漏洞', '低危')
('东风本田汽车有限公司', 'SQL注入漏洞', '中危')
('英山县审计局', 'SQL注入漏洞', '中危')
('中国航天科技集团', 'SQL注入漏洞', '中危')
('渤海大学', 'SQL注入漏洞', '低危')
('阳信县政务服务中心', '命令执行漏洞', '低危')
('世界娱乐报道', 'SQL注入漏洞', '低危')
('榆林市纪委监察局', '命令执行漏洞', '低危')
('惠来县政府', '命令执行漏洞', '低危')
('创业指导', '命令执行漏洞', '低危')
('大足区行政服务中心', '命令执行漏洞', '低危')
('姜堰教育网', '命令执行漏洞', '低危')
('专利信息服务平台', '命令执行漏洞', '低危')
('东莞教育局', '命令执行漏洞', '中危')
('中国诚商网', '命令执行漏洞', '低危')
('中国国际航空公司', '命令执行漏洞', '低危')
('中国教育云', '命令执行漏洞', '低危')
('北京集仁时代信息技术有限公司', '命令执行漏洞', '低危')
('交运巴士', '命令执行漏洞', '低危')
('湖北省气象局', '代码执行漏洞', '中危')
('广州农商银行', '命令执行漏洞', '高危')
('志愿郑州', '命令执行漏洞', '低危')
('青海长安网', '命令执行漏洞', '低危')
('吉林移动', '命令执行漏洞', '低危')
('7881游戏交易网', '代码执行漏洞', '低危')
('中山水务信息网', '命令执行漏洞', '低危')
('时代先锋', '命令执行漏洞', '低危')
('北京建筑大学', '命令执行漏洞', '低危')
('苏州市人力资源和社会保障', '命令执行漏洞', '低危')
('浙江玉环农村合作银行', '命令执行漏洞', '低危')
('湖北省气象局', '命令执行漏洞', '低危')
('上海中学', '命令执行漏洞', '低危')
('昌吉农商银行', '命令执行漏洞', '低危')
('天地华宇', '命令执行漏洞', '低危')
('杭州绿城育华学校', '命令执行漏洞', '低危')
('上海通华财富资产管理有限公司', '代码执行漏洞', '高危')
('北京石油交易所', '命令执行漏洞', '高危')
('远航快递', '命令执行漏洞', '高危')
('北京金库时代信息技术有限公司', '命令执行漏洞', '高危')
('远航快递', '命令执行漏洞', '高危')
('燕莎友谊商城', '命令执行漏洞', '低危')
('江苏省泰州市姜堰区教育局', '命令执行漏洞', '低危')
('中国计算机学会', '代码执行漏洞', '低危')
('韶关市人民政府门户网', '命令执行漏洞', '低危')
(' 东吴人寿保险股份有限公司', '命令执行漏洞', '中危')
('日照市技术监督信息研究所', '命令执行漏洞', '低危')
('中山市社会保险基金管理局', '命令执行漏洞', '低危')
('江苏电信e企云', '命令执行漏洞', '低危')
('江西省农村信用社', '命令执行漏洞', '低危')
('玉山银行', '命令执行漏洞', '中危')
('成都市司法局', '命令执行漏洞', '低危')
('上海市工商行政管理局', '命令执行漏洞', '中危')
('贵州市移动渠道人员工作平台', '命令执行漏洞', '低危')
('中国棉花网数据中心', '代码执行漏洞', '低危')
('鞍山市社会保险局', '命令执行漏洞', '低危')
('中国气象报', '命令执行漏洞', '低危')
('博州公共资源交易中心', '代码执行漏洞', '低危')
('江门市人力资源和社会保障局', '命令执行漏洞', '低危')
('齐齐哈尔市会计服务平台', '命令执行漏洞', '低危')
('海南省公安出入境政务服务网', '代码执行漏洞', '中危')
('河南移动网上营业厅', '命令执行漏洞', '低危')
('河南移动', '命令执行漏洞', '低危')
('无锡市教育信息化管理服务中心', '命令执行漏洞', '低危')
('玉环农商银行', '命令执行漏洞', '低危')
('平安银行', '命令执行漏洞', '高危')
('中国学生饮用奶计划', '命令执行漏洞', '低危')
('中北大学', '命令执行漏洞', '低危')
('广西干部网络学院', '命令执行漏洞', '低危')
('华泰保险集团有限公司', '命令执行漏洞', '高危')
('中国联通江西分公司', '命令执行漏洞', '低危')
('博客网', '代码执行漏洞', '低危')
('广东省中山市人民政府西区办事处', '命令执行漏洞', '低危')
('湘潭市人力资源网', '命令执行漏洞', '低危')
('湘潭市人力资源和社会保障局', '命令执行漏洞', '低危')
('厦门交警网', '命令执行漏洞', '低危')
('江西干部网络学院', '命令执行漏洞', '低危')
('黑龙江省环保厅', '命令执行漏洞', '低危')
('湖北省财政采购网', '代码执行漏洞', '低危')
('青海干部网络学院', '命令执行漏洞', '低危')
('山东省事业单位监督管理网', '命令执行漏洞', '低危')
('烟台市住房保障中心 ', '命令执行漏洞', '低危')
('金水区行政审批服务网', '命令执行漏洞', '低危')
('中山市社会保险基金管理局', '命令执行漏洞', '低危')
('厦门市工商行政管理局', '命令执行漏洞', '低危')
('北京市西城区功能街区产业发展投资促进局', '命令执行漏洞', '低危')
('江汉区政务服务中心', '命令执行漏洞', '低危')
('中国检验检疫服务网', '命令执行漏洞', '低危')
('成都地质管理调查中心', '命令执行漏洞', '低危')
('南京工程学院', '命令执行漏洞', '低危')
('宝龙地产', '命令执行漏洞', '低危')
('浙江吉利控股集团', '命令执行漏洞', '低危')
('尚德教育', '代码执行漏洞', '低危')
('安徽省经济和信息化委员会', '命令执行漏洞', '低危')
('中山市教育局', '命令执行漏洞', '低危')
('有享网', '命令执行漏洞', '低危')
('西宁市委政法委', '代码执行漏洞', '低危')
('中国药品电子监管网', '命令执行漏洞', '低危')
('绵阳市人民政府', '命令执行漏洞', '低危')
('深圳联通网上商城', '命令执行漏洞', '中危')
('人民公安报社', '命令执行漏洞', '低危')
('首都医科大学', '命令执行漏洞', '低危')
('浙江工业大学材料科学与工程学院', '命令执行漏洞', '低危')
('天津工业大学', '命令执行漏洞', '低危')
('湖南师范大学', '命令执行漏洞', '低危')
('吉首大学', '命令执行漏洞', '低危')
('安居客', '命令执行漏洞', '中危')
('中国—东盟知识产权中心', '代码执行漏洞', '中危')
('中共江西省委民声通道网', '命令执行漏洞', '低危')
('12380', '命令执行漏洞', '低危')
('杭州住房公积金管理中心', '命令执行漏洞', '低危')
('山东省事业单位监督管理网', '命令执行漏洞', '低危')
('梅州市人民政府', '命令执行漏洞', '低危')
('烟台住房保障网', '命令执行漏洞', '低危')
('中山市南头镇人民政府', '命令执行漏洞', '低危')
('四川省环境保护厅', '命令执行漏洞', '低危')
('荣成市人民政府', '命令执行漏洞', '低危')
('鹏朋网', '命令执行漏洞', '高危')
('上海长途汽车客运总站', '命令执行漏洞', '高危')
('福建省中国旅行社', '代码执行漏洞', '高危')
('广州农村商业银行', '命令执行漏洞', '高危')
('北京软件和信息服务业协会', '命令执行漏洞', '低危')
('比高电影', '命令执行漏洞', '高危')
('山东汽车出行综合网', '代码执行漏洞', '高危')
('乐居财富', '代码执行漏洞', '低危')
('东方银行业高级管理人员研修院', '代码执行漏洞', '高危')
('国e平台', '命令执行漏洞', '高危')
('云南省建筑市场监管信息网', '命令执行漏洞', '高危')
('鱼猫投融(北京)网络科技有限公司', '命令执行漏洞', '低危')
('河北省远程教育培训服务平台', '命令执行漏洞', '高危')
('长沙市国土资源局', '命令执行漏洞', '低危')
('比比网', '命令执行漏洞', '高危')
('北京市宏观经济与社会发展基础数据库', '命令执行漏洞', '低危')
('大连市干部在线学习中心', '命令执行漏洞', '低危')
('苏州市住房和城乡建设局', '命令执行漏洞', '低危')
('东营市经济和信息化委员会', '命令执行漏洞', '低危')
('榆阳区政府', '命令执行漏洞', '低危')
('江西省财政厅', '命令执行漏洞', '低危')
('佛山市南海区食品药品监督管理局-企业服务平台', '命令执行漏洞', '低危')
('源城区人民政府', '命令执行漏洞', '低危')
('肇庆市高要区人民政府', '命令执行漏洞', '低危')
('福建省公安厅出入境服务大厅', '命令执行漏洞', '低危')
('长沙交通违法系统命令执行', '命令执行漏洞', '低危')
('云南党建', '命令执行漏洞', '低危')
('龙川县人民政府', '命令执行漏洞', '低危')
('天津市公共就业服务网', '命令执行漏洞', '低危')
('民众镇人民政府', '命令执行漏洞', '低危')
('芝麻游', '命令执行漏洞', '低危')
('齐齐哈尔市梅里斯达斡尔族区人民政府', '命令执行漏洞', '低危')
('江苏省创业项目平台', '命令执行漏洞', '低危')
('新疆农村信用社', '命令执行漏洞', '中危')
('漯河经济技术开发区', '命令执行漏洞', '低危')
('湖南省统一挂号平台', '命令执行漏洞', '低危')
('芜湖智慧教育应用平台', '命令执行漏洞', '中危')
('中国移动公司', '命令执行漏洞', '中危')
('齐齐哈尔市人民政府', '命令执行漏洞', '低危')
('黑龙江大学', '代码执行漏洞', '低危')
('电信实名认证平台', '命令执行漏洞', '低危')
('统一企业', '命令执行漏洞', '低危')
('中国移动吉林分公司', '命令执行漏洞', '中危')
('山东省移动通信公司', '命令执行漏洞', '中危')
('智能口语训练平台', '命令执行漏洞', '中危')
('成都市网上接访大厅', '命令执行漏洞', '低危')
('陕西省水利厅', '命令执行漏洞', '低危')
('甘肃平凉工业园区', '代码执行漏洞', '低危')
('成都卫生执法监督信息网', '命令执行漏洞', '低危')
('厦门交警网', '命令执行漏洞', '低危')
('http://www.ccjgdj.gov.cn', '命令执行漏洞', '低危')
('东台市人民政府', '命令执行漏洞', '低危')
('长沙锦漪科技有限公司', '命令执行漏洞', '低危')
('信阳市公共资源交流网', '命令执行漏洞', '低危')
('山西省住房和城乡建设局', '命令执行漏洞', '低危')
('北京科技大学', '命令执行漏洞', '低危')
('成都市司法局 ', '命令执行漏洞', '低危')
('国家国防科技工业局信息中心', '命令执行漏洞', '低危')
('哈尔滨诚信网', '命令执行漏洞', '低危')
('佛山市禅城区人民法院', '命令执行漏洞', '低危')
('广州农商银行', '命令执行漏洞', '高危')
('北京大学学生工作部人民武装部 ', '命令执行漏洞', '低危')
('北京市科学技术委员会', '命令执行漏洞', '低危')
('广州知识产权法院直播网', '命令执行漏洞', '低危')
('国家卫星气象中心', '命令执行漏洞', '低危')
('揭阳市政府', '命令执行漏洞', '低危')
('安徽省专业技术人员在线', '命令执行漏洞', '低危')
('移动', '命令执行漏洞', '低危')
('中山市南头镇人民政府', '命令执行漏洞', '低危')
('齐齐哈尔', '命令执行漏洞', '低危')
('上海工商行政管理局', '命令执行漏洞', '低危')
('汕头市网络问政平台', '命令执行漏洞', '低危')
('湖北省财政厅', '命令执行漏洞', '低危')
('广东省佛山市南海区政务管理办公室', '命令执行漏洞', '低危')
('中山市交通运输局门户网站', '命令执行漏洞', '低危')
('上海市终身教育学分银行', '命令执行漏洞', '低危')
('河源市公安局', '命令执行漏洞', '低危')
('黑龙江省畜牧兽医局', '命令执行漏洞', '低危')
('黑龙江省畜牧兽医局', '命令执行漏洞', '低危')
('韶关市人民政府', '命令执行漏洞', '低危')
('成都市人民政府信息公开网站', '命令执行漏洞', '低危')
('浙江省科普网', '命令执行漏洞', '低危')
('大连人力资源市场', '命令执行漏洞', '低危')
('山东事业单位监管网', '命令执行漏洞', '低危')
('遵义市人民政府', '命令执行漏洞', '低危')
('福建省工商行政管理局', '代码执行漏洞', '低危')
('广东中国移动', '命令执行漏洞', '中危')
('珍爱网', '代码执行漏洞', '低危')
('临沂大学', '命令执行漏洞', '低危')
('长沙市住房公积金管理中心', '代码执行漏洞', '低危')
('国家数字图书馆', '命令执行漏洞', '低危')
('岭南师范学院 ', '代码执行漏洞', '高危')
('中国学生体育竞赛管理系统', '代码执行漏洞', '低危')
('上海市数据网', '命令执行漏洞', '低危')
('中华人民共和国公安部警务督察局', '代码执行漏洞', '高危')
('国家专业技术人员继续教育安徽基地', '命令执行漏洞', '低危')
('上海市创业投资引导基金', '代码执行漏洞', '低危')
('西安交通大学_1', '命令执行漏洞', '低危')
('智慧支付', '命令执行漏洞', '低危')
('海尔商业价值分析平台', '命令执行漏洞', '高危')
('北京第二外国语学院', '命令执行漏洞', '低危')
('上海市工商行政管理局', '命令执行漏洞', '高危')
('安徽工业大学', '命令执行漏洞', '低危')
('上海衡怡智能科技有限公司', '命令执行漏洞', '低危')
('国家互联网应急中心', '命令执行漏洞', '低危')
('宣城职业技术学院', '命令执行漏洞', '低危')
('江西省社会科学院', '命令执行漏洞', '低危')
('东莞市社会保障局', '代码执行漏洞', '低危')
('中国移动公司', '命令执行漏洞', '低危')
('中山市食品药品监督管理局', '命令执行漏洞', '低危')
('佛山住房公积金', '命令执行漏洞', '低危')
('钛谷有色金属交易中心', '命令执行漏洞', '低危')
('日照港', '命令执行漏洞', '低危')
('shopbop', '命令执行漏洞', '低危')
('河北省公安厅出入境管理局', '命令执行漏洞', '低危')
('湘潭市人力资源和社会保障局', '命令执行漏洞', '低危')
('拍来贷', '命令执行漏洞', '中危')
('shopbop', '命令执行漏洞', '低危')
('珠海市政府', '命令执行漏洞', '低危')
('263', '命令执行漏洞', '低危')
('大学生兼职网', '代码执行漏洞', '中危')
('太原市人民政府', '命令执行漏洞', '低危')
('财经道', '命令执行漏洞', '低危')
('应用汇struts2命令执行漏洞', '命令执行漏洞', '低危')
('宁波银行汇通商城', '命令执行漏洞', '中危')
('广东省网上办事大厅', '命令执行漏洞', '低危')
('深圳市国康健康管理服务有限公司', '命令执行漏洞', '低危')
('http://www.eqiyun.cn', '命令执行漏洞', '低危')
('安徽移动', '命令执行漏洞', '中危')
('上海市商务委员会', '命令执行漏洞', '低危')
('机动车网上选号系统', '命令执行漏洞', '低危')
('秦皇岛政府门户网站', '命令执行漏洞', '低危')
('长城国瑞证券', '命令执行漏洞', '低危')
('广东省潮州市湘桥区教育局', '命令执行漏洞', '低危')
('泛华保险服务集团', '命令执行漏洞', '低危')
('上港商城', '命令执行漏洞', '低危')
('中国计量大学', '命令执行漏洞', '低危')
('安阳教育信息网', '命令执行漏洞', '低危')
('南京审计大学', '命令执行漏洞', '高危')
(' 上海衡怡智能科技有限公司', '命令执行漏洞', '低危')
('烟草在线', '代码执行漏洞', '低危')
('全球电动车网', '命令执行漏洞', '低危')
('中国船级社', '命令执行漏洞', '中危')
('河源市公安局', '代码执行漏洞', '低危')
('深证人才网', '命令执行漏洞', '中危')
('广东省网上办事大厅中山大厅', '命令执行漏洞', '低危')
('成都市政府', '命令执行漏洞', '低危')
('欧瑞管理咨询', '命令执行漏洞', '低危')
('优教同步学习网', '命令执行漏洞', '中危')
('中山市海洋与渔业局', '命令执行漏洞', '低危')
('院线通', '代码执行漏洞', '低危')
('中国鞋业人才网', '命令执行漏洞', '低危')
('盈科律云科技', '命令执行漏洞', '低危')
('宝龙', '命令执行漏洞', '低危')
('广州市科技专家库管理', '命令执行漏洞', '低危')
('上海美华系统有限公司', '命令执行漏洞', '低危')
('博州公共资源交易中心', '命令执行漏洞', '低危')
('重庆市人民政府', '命令执行漏洞', '中危')
('中国WTO/TBT-SPS通报咨询网', '命令执行漏洞', '高危')
('武汉市食品药品综合监管平台', '命令执行漏洞', '低危')
('东财在线', '代码执行漏洞', '高危')
('湖南文理学院', 'SQL注入漏洞', '中危')
('普宁市网上办事大厅', '命令执行漏洞', '低危')
('114票务', '代码执行漏洞', '高危')
('吉林省会计网', '命令执行漏洞', '低危')
('中国移动广州分公司和商汇', '命令执行漏洞', '高危')
('1药网', '代码执行漏洞', '低危')
('江西省政府', '命令执行漏洞', '低危')
('岭南科普网', '命令执行漏洞', '低危')
('中山市工商行政管理局', '命令执行漏洞', '低危')
('华泰保险集团有限公司', '命令执行漏洞', '中危')
('甘肃平凉工业园区', '命令执行漏洞', '低危')
('北京市老旧机动车淘汰更新管理系统', '命令执行漏洞', '低危')
('北京畅游时代数码技术有限公司', '命令执行漏洞', '低危')
('绵阳师范学院', '命令执行漏洞', '低危')
('山东公安消防总队', '代码执行漏洞', '低危')
('东城智慧商务综合服务平台', '命令执行漏洞', '低危')
('湖南师范大学', '命令执行漏洞', '低危')
('淮安市统计局', '命令执行漏洞', '低危')
('谋市公积金网', '命令执行漏洞', '低危')
('梅州市人民政府', '命令执行漏洞', '低危')
('苏州大学图书馆', '代码执行漏洞', '高危')
('安徽大学', '命令执行漏洞', '高危')
('运策物流', '命令执行漏洞', '高危')
('中华婴童网', 'SQL注入漏洞', '高危')
('揭阳市人民政府', '命令执行漏洞', '低危')
('晋城技师学院', 'SQL注入漏洞', '高危')
('大连银行', '命令执行漏洞', '高危')
('山西省商务厅', '命令执行漏洞', '低危')
('欧派学院', '命令执行漏洞', '低危')
('安徽省人民政府政务服务中心', '命令执行漏洞', '高危')
('国家企业信用信息公示系统', '代码执行漏洞', '低危')
('太原市人民政府法制办公室', '命令执行漏洞', '高危')
('广州住房公积金管理中心', '命令执行漏洞', '低危')
('民信公司', '命令执行漏洞', '低危')
('太原工学院', '命令执行漏洞', '低危')
('杭州老板电器股份有限公司', '入侵事件漏洞', '高危')
('律云科技', '命令执行漏洞', '高危')
('吉林省行政审批在线服务平台', '命令执行漏洞', '低危')
('上海第二工业大学', '命令执行漏洞', '低危')
('中国长江三峡集团公司电子采购平台', '命令执行漏洞', '低危')
('上海电子口岸', '代码执行漏洞', '高危')
('上海市商务委员会', '命令执行漏洞', '低危')
('上海市工商行政管理局', '命令执行漏洞', '低危')
